Dólar compra,Dólar venta,Dólar eBROU compra,Dólar eBROU venta,Euro compra,Euro venta,Peso Argentino compra,Peso Argentino venta,Real compra,Real venta,fecha
11.54,11.74,NA,NA,NA,NA,11.48,11.71,4.5,7.5,1999-12-30
11.54,11.74,NA,NA,NA,NA,11.48,11.71,4.5,7.5,1999-12-31
11.54,11.74,NA,NA,NA,NA,11.48,11.71,4.5,7.5,2000-01-01
11.54,11.74,NA,NA,NA,NA,11.48,11.71,4.5,7.5,2000-01-02
11.54,11.74,NA,NA,NA,NA,11.48,11.71,4.5,7.5,2000-01-03
11.54,11.74,NA,NA,NA,NA,11.48,11.71,4.5,7.5,2000-01-04
11.54,11.74,NA,NA,NA,NA,11.48,11.71,4.5,7.5,2000-01-05
11.54,11.74,NA,NA,NA,NA,11.48,11.71,4.5,7.5,2000-01-06
11.54,11.74,NA,NA,NA,NA,11.48,11.71,4.5,7.5,2000-01-07
11.54,11.74,NA,NA,NA,NA,11.48,11.71,4.5,7.5,2000-01-08
11.54,11.74,NA,NA,NA,NA,11.48,11.71,4.5,7.5,2000-01-09
11.54,11.74,NA,NA,NA,NA,11.48,11.71,4.5,7.5,2000-01-10
11.54,11.74,NA,NA,NA,NA,11.48,11.71,4.5,7.5,2000-01-11
11.54,11.74,NA,NA,NA,NA,11.48,11.71,4.5,7.5,2000-01-12
11.54,11.74,NA,NA,NA,NA,11.48,11.71,4.5,7.5,2000-01-13
11.54,11.74,NA,NA,NA,NA,11.48,11.71,4.5,7.5,2000-01-14
11.54,11.74,NA,NA,NA,NA,11.48,11.71,4.5,7.5,2000-01-15
11.54,11.74,NA,NA,NA,NA,11.48,11.71,4.5,7.5,2000-01-16
11.54,11.74,NA,NA,NA,NA,11.48,11.71,4.5,7.5,2000-01-17
11.54,11.74,NA,NA,NA,NA,11.48,11.71,4.5,7.5,2000-01-18
11.54,11.74,NA,NA,NA,NA,11.48,11.71,4.5,7.5,2000-01-19
11.54,11.74,NA,NA,NA,NA,11.48,11.71,4.5,7.5,2000-01-20
11.54,11.74,NA,NA,NA,NA,11.48,11.71,4.5,7.5,2000-01-21
11.54,11.74,NA,NA,NA,NA,11.48,11.71,4.5,7.5,2000-01-22
11.54,11.74,NA,NA,NA,NA,11.48,11.71,4.5,7.5,2000-01-23
11.54,11.74,NA,NA,NA,NA,11.48,11.71,4.5,7.5,2000-01-24
11.54,11.74,NA,NA,NA,NA,11.48,11.71,4.5,7.5,2000-01-25
11.54,11.74,NA,NA,NA,NA,11.48,11.71,4.5,7.5,2000-01-26
11.54,11.74,NA,NA,NA,NA,11.48,11.71,4.5,7.5,2000-01-27
11.54,11.74,NA,NA,NA,NA,11.48,11.71,4.5,7.5,2000-01-28
11.54,11.74,NA,NA,NA,NA,11.48,11.71,4.5,7.5,2000-01-29
11.54,11.74,NA,NA,NA,NA,11.48,11.71,4.5,7.5,2000-01-30
11.58,11.78,NA,NA,NA,NA,11.52,11.75,4.5,7.5,2000-01-31
11.58,11.78,NA,NA,NA,NA,11.52,11.75,4.5,7.5,2000-02-01
11.58,11.78,NA,NA,NA,NA,11.52,11.75,4.5,7.5,2000-02-02
11.58,11.78,NA,NA,NA,NA,11.52,11.75,4.5,7.5,2000-02-03
11.58,11.78,NA,NA,NA,NA,11.52,11.75,4.5,7.5,2000-02-04
11.58,11.78,NA,NA,NA,NA,11.52,11.75,4.5,7.5,2000-02-05
11.58,11.78,NA,NA,NA,NA,11.52,11.75,4.5,7.5,2000-02-06
11.58,11.78,NA,NA,NA,NA,11.52,11.75,4.5,7.5,2000-02-07
11.58,11.78,NA,NA,NA,NA,11.52,11.75,4.5,7.5,2000-02-08
11.58,11.78,NA,NA,NA,NA,11.52,11.75,4.5,7.5,2000-02-09
11.58,11.78,NA,NA,NA,NA,11.52,11.75,4.5,7.5,2000-02-10
11.58,11.78,NA,NA,NA,NA,11.52,11.75,4.5,7.5,2000-02-11
11.58,11.78,NA,NA,NA,NA,11.52,11.75,4.5,7.5,2000-02-12
11.58,11.78,NA,NA,NA,NA,11.52,11.75,4.5,7.5,2000-02-13
11.58,11.78,NA,NA,NA,NA,11.52,11.75,4.5,7.5,2000-02-14
11.58,11.78,NA,NA,NA,NA,11.52,11.75,4.5,7.5,2000-02-15
11.58,11.78,NA,NA,NA,NA,11.52,11.75,4.5,7.5,2000-02-16
11.58,11.78,NA,NA,NA,NA,11.52,11.75,4.5,7.5,2000-02-17
11.58,11.78,NA,NA,NA,NA,11.52,11.75,4.5,7.5,2000-02-18
11.58,11.78,NA,NA,NA,NA,11.52,11.75,4.5,7.5,2000-02-19
11.58,11.78,NA,NA,NA,NA,11.52,11.75,4.5,7.5,2000-02-20
11.58,11.78,NA,NA,NA,NA,11.52,11.75,4.5,7.5,2000-02-21
11.58,11.78,NA,NA,NA,NA,11.52,11.75,4.5,7.5,2000-02-22
11.58,11.78,NA,NA,NA,NA,11.52,11.75,4.5,7.5,2000-02-23
11.58,11.78,NA,NA,NA,NA,11.52,11.75,4.5,7.5,2000-02-24
11.58,11.78,NA,NA,NA,NA,11.52,11.75,4.5,7.5,2000-02-25
11.58,11.78,NA,NA,NA,NA,11.52,11.75,4.5,7.5,2000-02-26
11.58,11.78,NA,NA,NA,NA,11.52,11.75,4.5,7.5,2000-02-27
11.66,11.86,NA,NA,NA,NA,11.6,11.83,5.5,7,2000-02-28
11.66,11.86,NA,NA,NA,NA,11.6,11.83,5.5,7,2000-02-29
11.66,11.86,NA,NA,NA,NA,11.6,11.83,5.5,7,2000-03-01
11.66,11.86,NA,NA,NA,NA,11.6,11.83,5.5,7,2000-03-02
11.66,11.86,NA,NA,NA,NA,11.6,11.83,5.5,7,2000-03-03
11.66,11.86,NA,NA,NA,NA,11.6,11.83,5.5,7,2000-03-04
11.66,11.86,NA,NA,NA,NA,11.6,11.83,5.5,7,2000-03-05
11.66,11.86,NA,NA,NA,NA,11.6,11.83,5.5,7,2000-03-06
11.66,11.86,NA,NA,NA,NA,11.6,11.83,5.5,7,2000-03-07
11.66,11.86,NA,NA,NA,NA,11.6,11.83,5.5,7,2000-03-08
11.66,11.86,NA,NA,NA,NA,11.6,11.83,5.5,7,2000-03-09
11.66,11.86,NA,NA,NA,NA,11.6,11.83,5.5,7,2000-03-10
11.66,11.86,NA,NA,NA,NA,11.6,11.83,5.5,7,2000-03-11
11.66,11.86,NA,NA,NA,NA,11.6,11.83,5.5,7,2000-03-12
11.66,11.86,NA,NA,NA,NA,11.6,11.83,5.5,7,2000-03-13
11.66,11.86,NA,NA,NA,NA,11.6,11.83,5.5,7,2000-03-14
11.66,11.86,NA,NA,NA,NA,11.6,11.83,5.5,7,2000-03-15
11.66,11.86,NA,NA,NA,NA,11.6,11.83,5.5,7,2000-03-16
11.66,11.86,NA,NA,NA,NA,11.6,11.83,5.5,7,2000-03-17
11.66,11.86,NA,NA,NA,NA,11.6,11.83,5.5,7,2000-03-18
11.66,11.86,NA,NA,NA,NA,11.6,11.83,5.5,7,2000-03-19
11.66,11.86,NA,NA,NA,NA,11.6,11.83,5.5,7,2000-03-20
11.66,11.86,NA,NA,NA,NA,11.6,11.83,5.5,7,2000-03-21
11.66,11.86,NA,NA,NA,NA,11.6,11.83,5.5,7,2000-03-22
11.66,11.86,NA,NA,NA,NA,11.6,11.83,5.5,7,2000-03-23
11.66,11.86,NA,NA,NA,NA,11.6,11.83,5.5,7,2000-03-24
11.66,11.86,NA,NA,NA,NA,11.6,11.83,5.5,7,2000-03-25
11.66,11.86,NA,NA,NA,NA,11.6,11.83,5.5,7,2000-03-26
11.66,11.86,NA,NA,NA,NA,11.6,11.83,5.5,7,2000-03-27
11.66,11.86,NA,NA,NA,NA,11.6,11.83,5.5,7,2000-03-28
11.66,11.86,NA,NA,NA,NA,11.6,11.83,5.5,7,2000-03-29
11.66,11.86,NA,NA,NA,NA,11.6,11.83,5.5,7,2000-03-30
11.75,11.95,NA,NA,NA,NA,11.69,11.92,5.5,7,2000-03-31
11.75,11.95,NA,NA,NA,NA,11.69,11.92,5.5,7,2000-04-01
11.75,11.95,NA,NA,NA,NA,11.69,11.92,5.5,7,2000-04-02
11.75,11.95,NA,NA,NA,NA,11.69,11.92,5.5,7,2000-04-03
11.75,11.95,NA,NA,NA,NA,11.69,11.92,5.5,7,2000-04-04
11.75,11.95,NA,NA,NA,NA,11.69,11.92,5.5,7,2000-04-05
11.75,11.95,NA,NA,NA,NA,11.69,11.92,5.5,7,2000-04-06
11.75,11.95,NA,NA,NA,NA,11.69,11.92,5.5,7,2000-04-07
11.75,11.95,NA,NA,NA,NA,11.69,11.92,5.5,7,2000-04-08
11.75,11.95,NA,NA,NA,NA,11.69,11.92,5.5,7,2000-04-09
11.75,11.95,NA,NA,NA,NA,11.69,11.92,5.5,7,2000-04-10
11.75,11.95,NA,NA,NA,NA,11.69,11.92,5.5,7,2000-04-11
11.75,11.95,NA,NA,NA,NA,11.69,11.92,5.5,7,2000-04-12
11.75,11.95,NA,NA,NA,NA,11.69,11.92,5.5,7,2000-04-13
11.75,11.95,NA,NA,NA,NA,11.69,11.92,5.5,7,2000-04-14
11.75,11.95,NA,NA,NA,NA,11.69,11.92,5.5,7,2000-04-15
11.75,11.95,NA,NA,NA,NA,11.69,11.92,5.5,7,2000-04-16
11.75,11.95,NA,NA,NA,NA,11.69,11.92,5.5,7,2000-04-17
11.75,11.95,NA,NA,NA,NA,11.69,11.92,5.5,7,2000-04-18
11.75,11.95,NA,NA,NA,NA,11.69,11.92,5.5,7,2000-04-19
11.75,11.95,NA,NA,NA,NA,11.69,11.92,5.5,7,2000-04-20
11.75,11.95,NA,NA,NA,NA,11.69,11.92,5.5,7,2000-04-21
11.75,11.95,NA,NA,NA,NA,11.69,11.92,5.5,7,2000-04-22
11.75,11.95,NA,NA,NA,NA,11.69,11.92,5.5,7,2000-04-23
11.75,11.95,NA,NA,NA,NA,11.69,11.92,5.5,7,2000-04-24
11.75,11.95,NA,NA,NA,NA,11.69,11.92,5.5,7,2000-04-25
11.75,11.95,NA,NA,NA,NA,11.69,11.92,5.5,7,2000-04-26
11.75,11.95,NA,NA,NA,NA,11.69,11.92,5.5,7,2000-04-27
11.8,12,NA,NA,NA,NA,11.74,11.97,5.7,7.2,2000-04-28
11.8,12,NA,NA,NA,NA,11.74,11.97,5.7,7.2,2000-04-29
11.8,12,NA,NA,NA,NA,11.74,11.97,5.7,7.2,2000-04-30
11.8,12,NA,NA,NA,NA,11.74,11.97,5.7,7.2,2000-05-01
11.8,12,NA,NA,NA,NA,11.74,11.97,5.7,7.2,2000-05-02
11.8,12,NA,NA,NA,NA,11.74,11.97,5.7,7.2,2000-05-03
11.8,12,NA,NA,NA,NA,11.74,11.97,5.7,7.2,2000-05-04
11.8,12,NA,NA,NA,NA,11.74,11.97,5.7,7.2,2000-05-05
11.8,12,NA,NA,NA,NA,11.74,11.97,5.7,7.2,2000-05-06
11.8,12,NA,NA,NA,NA,11.74,11.97,5.7,7.2,2000-05-07
11.8,12,NA,NA,NA,NA,11.74,11.97,5.7,7.2,2000-05-08
11.8,12,NA,NA,NA,NA,11.74,11.97,5.7,7.2,2000-05-09
11.8,12,NA,NA,NA,NA,11.74,11.97,5.7,7.2,2000-05-10
11.8,12,NA,NA,NA,NA,11.74,11.97,5.7,7.2,2000-05-11
11.8,12,NA,NA,NA,NA,11.74,11.97,5.7,7.2,2000-05-12
11.8,12,NA,NA,NA,NA,11.74,11.97,5.7,7.2,2000-05-13
11.8,12,NA,NA,NA,NA,11.74,11.97,5.7,7.2,2000-05-14
11.8,12,NA,NA,NA,NA,11.74,11.97,5.7,7.2,2000-05-15
11.8,12,NA,NA,NA,NA,11.74,11.97,5.7,7.2,2000-05-16
11.8,12,NA,NA,NA,NA,11.74,11.97,5.7,7.2,2000-05-17
11.8,12,NA,NA,NA,NA,11.74,11.97,5.7,7.2,2000-05-18
11.8,12,NA,NA,NA,NA,11.74,11.97,5.7,7.2,2000-05-19
11.8,12,NA,NA,NA,NA,11.74,11.97,5.7,7.2,2000-05-20
11.8,12,NA,NA,NA,NA,11.74,11.97,5.7,7.2,2000-05-21
11.8,12,NA,NA,NA,NA,11.74,11.97,5.7,7.2,2000-05-22
11.8,12,NA,NA,NA,NA,11.74,11.97,5.7,7.2,2000-05-23
11.8,12,NA,NA,NA,NA,11.74,11.97,5.7,7.2,2000-05-24
11.8,12,NA,NA,NA,NA,11.74,11.97,5.7,7.2,2000-05-25
11.8,12,NA,NA,NA,NA,11.74,11.97,5.7,7.2,2000-05-26
11.8,12,NA,NA,NA,NA,11.74,11.97,5.7,7.2,2000-05-27
11.8,12,NA,NA,NA,NA,11.74,11.97,5.7,7.2,2000-05-28
11.8,12,NA,NA,NA,NA,11.74,11.97,5.7,7.2,2000-05-29
11.8,12,NA,NA,NA,NA,11.74,11.97,5.7,7.2,2000-05-30
11.92,12.12,NA,NA,NA,NA,11.86,12.09,5.7,7.2,2000-05-31
11.92,12.12,NA,NA,NA,NA,11.86,12.09,5.7,7.2,2000-06-01
11.92,12.12,NA,NA,NA,NA,11.86,12.09,5.7,7.2,2000-06-02
11.92,12.12,NA,NA,NA,NA,11.86,12.09,5.7,7.2,2000-06-03
11.92,12.12,NA,NA,NA,NA,11.86,12.09,5.7,7.2,2000-06-04
11.92,12.12,NA,NA,NA,NA,11.86,12.09,5.7,7.2,2000-06-05
11.92,12.12,NA,NA,NA,NA,11.86,12.09,5.7,7.2,2000-06-06
11.92,12.12,NA,NA,NA,NA,11.86,12.09,5.7,7.2,2000-06-07
11.92,12.12,NA,NA,NA,NA,11.86,12.09,5.7,7.2,2000-06-08
11.92,12.12,NA,NA,NA,NA,11.86,12.09,5.7,7.2,2000-06-09
11.92,12.12,NA,NA,NA,NA,11.86,12.09,5.7,7.2,2000-06-10
11.92,12.12,NA,NA,NA,NA,11.86,12.09,5.7,7.2,2000-06-11
11.92,12.12,NA,NA,NA,NA,11.86,12.09,5.7,7.2,2000-06-12
11.92,12.12,NA,NA,NA,NA,11.86,12.09,5.7,7.2,2000-06-13
11.92,12.12,NA,NA,NA,NA,11.86,12.09,5.7,7.2,2000-06-14
11.92,12.12,NA,NA,NA,NA,11.86,12.09,5.7,7.2,2000-06-15
11.92,12.12,NA,NA,NA,NA,11.86,12.09,5.7,7.2,2000-06-16
11.92,12.12,NA,NA,NA,NA,11.86,12.09,5.7,7.2,2000-06-17
11.92,12.12,NA,NA,NA,NA,11.86,12.09,5.7,7.2,2000-06-18
11.92,12.12,NA,NA,NA,NA,11.86,12.09,5.7,7.2,2000-06-19
11.92,12.12,NA,NA,NA,NA,11.86,12.09,5.7,7.2,2000-06-20
11.92,12.12,NA,NA,NA,NA,11.86,12.09,5.7,7.2,2000-06-21
11.92,12.12,NA,NA,NA,NA,11.86,12.09,5.7,7.2,2000-06-22
11.92,12.12,NA,NA,NA,NA,11.86,12.09,5.7,7.2,2000-06-23
11.92,12.12,NA,NA,NA,NA,11.86,12.09,5.7,7.2,2000-06-24
11.92,12.12,NA,NA,NA,NA,11.86,12.09,5.7,7.2,2000-06-25
11.92,12.12,NA,NA,NA,NA,11.86,12.09,5.7,7.2,2000-06-26
11.92,12.12,NA,NA,NA,NA,11.86,12.09,5.7,7.2,2000-06-27
11.92,12.12,NA,NA,NA,NA,11.86,12.09,5.7,7.2,2000-06-28
11.92,12.12,NA,NA,NA,NA,11.86,12.09,5.7,7.2,2000-06-29
12.01,12.21,NA,NA,NA,NA,11.95,12.18,5.7,7.2,2000-06-30
12.01,12.21,NA,NA,NA,NA,11.95,12.18,5.7,7.2,2000-07-01
12.01,12.21,NA,NA,NA,NA,11.95,12.18,5.7,7.2,2000-07-02
12.01,12.21,NA,NA,NA,NA,11.95,12.18,5.7,7.2,2000-07-03
12.01,12.21,NA,NA,NA,NA,11.95,12.18,5.7,7.2,2000-07-04
12.01,12.21,NA,NA,NA,NA,11.95,12.18,5.7,7.2,2000-07-05
12.01,12.21,NA,NA,NA,NA,11.95,12.18,5.7,7.2,2000-07-06
12.01,12.21,NA,NA,NA,NA,11.95,12.18,5.7,7.2,2000-07-07
12.01,12.21,NA,NA,NA,NA,11.95,12.18,5.7,7.2,2000-07-08
12.01,12.21,NA,NA,NA,NA,11.95,12.18,5.7,7.2,2000-07-09
12.01,12.21,NA,NA,NA,NA,11.95,12.18,5.7,7.2,2000-07-10
12.01,12.21,NA,NA,NA,NA,11.95,12.18,5.7,7.2,2000-07-11
12.01,12.21,NA,NA,NA,NA,11.95,12.18,5.7,7.2,2000-07-12
12.01,12.21,NA,NA,NA,NA,11.95,12.18,5.7,7.2,2000-07-13
12.01,12.21,NA,NA,NA,NA,11.95,12.18,5.7,7.2,2000-07-14
12.01,12.21,NA,NA,NA,NA,11.95,12.18,5.7,7.2,2000-07-15
12.01,12.21,NA,NA,NA,NA,11.95,12.18,5.7,7.2,2000-07-16
12.01,12.21,NA,NA,NA,NA,11.95,12.18,5.7,7.2,2000-07-17
12.01,12.21,NA,NA,NA,NA,11.95,12.18,5.7,7.2,2000-07-18
12.01,12.21,NA,NA,NA,NA,11.95,12.18,5.7,7.2,2000-07-19
12.01,12.21,NA,NA,NA,NA,11.95,12.18,5.7,7.2,2000-07-20
12.01,12.21,NA,NA,NA,NA,11.95,12.18,5.7,7.2,2000-07-21
12.01,12.21,NA,NA,NA,NA,11.95,12.18,5.7,7.2,2000-07-22
12.01,12.21,NA,NA,NA,NA,11.95,12.18,5.7,7.2,2000-07-23
12.01,12.21,NA,NA,NA,NA,11.95,12.18,5.7,7.2,2000-07-24
12.01,12.21,NA,NA,NA,NA,11.95,12.18,5.7,7.2,2000-07-25
12.01,12.21,NA,NA,NA,NA,11.95,12.18,5.7,7.2,2000-07-26
12.01,12.21,NA,NA,NA,NA,11.95,12.18,5.7,7.2,2000-07-27
12.01,12.21,NA,NA,NA,NA,11.95,12.18,5.7,7.2,2000-07-28
12.01,12.21,NA,NA,NA,NA,11.95,12.18,5.7,7.2,2000-07-29
12.01,12.21,NA,NA,NA,NA,11.95,12.18,5.7,7.2,2000-07-30
12.12,12.32,NA,NA,NA,NA,12.06,12.29,5.7,7.2,2000-07-31
12.12,12.32,NA,NA,NA,NA,12.06,12.29,5.7,7.2,2000-08-01
12.12,12.32,NA,NA,NA,NA,12.06,12.29,5.7,7.2,2000-08-02
12.12,12.32,NA,NA,NA,NA,12.06,12.29,5.7,7.2,2000-08-03
12.12,12.32,NA,NA,NA,NA,12.06,12.29,5.7,7.2,2000-08-04
12.12,12.32,NA,NA,NA,NA,12.06,12.29,5.7,7.2,2000-08-05
12.12,12.32,NA,NA,NA,NA,12.06,12.29,5.7,7.2,2000-08-06
12.12,12.32,NA,NA,NA,NA,12.06,12.29,5.7,7.2,2000-08-07
12.12,12.32,NA,NA,NA,NA,12.06,12.29,5.7,7.2,2000-08-08
12.12,12.32,NA,NA,NA,NA,12.06,12.29,5.7,7.2,2000-08-09
12.12,12.32,NA,NA,NA,NA,12.06,12.29,5.7,7.2,2000-08-10
12.12,12.32,NA,NA,NA,NA,12.06,12.29,5.7,7.2,2000-08-11
12.12,12.32,NA,NA,NA,NA,12.06,12.29,5.7,7.2,2000-08-12
12.12,12.32,NA,NA,NA,NA,12.06,12.29,5.7,7.2,2000-08-13
12.12,12.32,NA,NA,NA,NA,12.06,12.29,5.7,7.2,2000-08-14
12.12,12.32,NA,NA,NA,NA,12.06,12.29,5.7,7.2,2000-08-15
12.12,12.32,NA,NA,NA,NA,12.06,12.29,5.7,7.2,2000-08-16
12.12,12.32,NA,NA,NA,NA,12.06,12.29,5.7,7.2,2000-08-17
12.12,12.32,NA,NA,NA,NA,12.06,12.29,5.7,7.2,2000-08-18
12.12,12.32,NA,NA,NA,NA,12.06,12.29,5.7,7.2,2000-08-19
12.12,12.32,NA,NA,NA,NA,12.06,12.29,5.7,7.2,2000-08-20
12.12,12.32,NA,NA,NA,NA,12.06,12.29,5.7,7.2,2000-08-21
12.12,12.32,NA,NA,NA,NA,12.06,12.29,5.7,7.2,2000-08-22
12.12,12.32,NA,NA,NA,NA,12.06,12.29,5.7,7.2,2000-08-23
12.12,12.32,NA,NA,NA,NA,12.06,12.29,5.7,7.2,2000-08-24
12.12,12.32,NA,NA,NA,NA,12.06,12.29,5.7,7.2,2000-08-25
12.12,12.32,NA,NA,NA,NA,12.06,12.29,5.7,7.2,2000-08-26
12.12,12.32,NA,NA,NA,NA,12.06,12.29,5.7,7.2,2000-08-27
12.12,12.32,NA,NA,NA,NA,12.06,12.29,5.7,7.2,2000-08-28
12.12,12.32,NA,NA,NA,NA,12.06,12.29,5.7,7.2,2000-08-29
12.12,12.32,NA,NA,NA,NA,12.06,12.29,5.7,7.2,2000-08-30
12.24,12.44,NA,NA,NA,NA,12.18,12.41,5.7,7.2,2000-08-31
12.24,12.44,NA,NA,NA,NA,12.18,12.41,5.7,7.2,2000-09-01
12.24,12.44,NA,NA,NA,NA,12.18,12.41,5.7,7.2,2000-09-02
12.24,12.44,NA,NA,NA,NA,12.18,12.41,5.7,7.2,2000-09-03
12.24,12.44,NA,NA,NA,NA,12.18,12.41,5.7,7.2,2000-09-04
12.24,12.44,NA,NA,NA,NA,12.18,12.41,5.7,7.2,2000-09-05
12.24,12.44,NA,NA,NA,NA,12.18,12.41,5.7,7.2,2000-09-06
12.24,12.44,NA,NA,NA,NA,12.18,12.41,5.7,7.2,2000-09-07
12.24,12.44,NA,NA,NA,NA,12.18,12.41,5.7,7.2,2000-09-08
12.24,12.44,NA,NA,NA,NA,12.18,12.41,5.7,7.2,2000-09-09
12.24,12.44,NA,NA,NA,NA,12.18,12.41,5.7,7.2,2000-09-10
12.24,12.44,NA,NA,NA,NA,12.18,12.41,5.7,7.2,2000-09-11
12.24,12.44,NA,NA,NA,NA,12.18,12.41,5.7,7.2,2000-09-12
12.24,12.44,NA,NA,NA,NA,12.18,12.41,5.7,7.2,2000-09-13
12.24,12.44,NA,NA,NA,NA,12.18,12.41,5.7,7.2,2000-09-14
12.24,12.44,NA,NA,NA,NA,12.18,12.41,5.7,7.2,2000-09-15
12.24,12.44,NA,NA,NA,NA,12.18,12.41,5.7,7.2,2000-09-16
12.24,12.44,NA,NA,NA,NA,12.18,12.41,5.7,7.2,2000-09-17
12.24,12.44,NA,NA,NA,NA,12.18,12.41,5.7,7.2,2000-09-18
12.24,12.44,NA,NA,NA,NA,12.18,12.41,5.7,7.2,2000-09-19
12.24,12.44,NA,NA,NA,NA,12.18,12.41,5.7,7.2,2000-09-20
12.24,12.44,NA,NA,NA,NA,12.18,12.41,5.7,7.2,2000-09-21
12.24,12.44,NA,NA,NA,NA,12.18,12.41,5.7,7.2,2000-09-22
12.24,12.44,NA,NA,NA,NA,12.18,12.41,5.7,7.2,2000-09-23
12.24,12.44,NA,NA,NA,NA,12.18,12.41,5.7,7.2,2000-09-24
12.24,12.44,NA,NA,NA,NA,12.18,12.41,5.7,7.2,2000-09-25
12.24,12.44,NA,NA,NA,NA,12.18,12.41,5.7,7.2,2000-09-26
12.24,12.44,NA,NA,NA,NA,12.18,12.41,5.7,7.2,2000-09-27
12.24,12.44,NA,NA,NA,NA,12.18,12.41,5.7,7.2,2000-09-28
12.2,12.4,NA,NA,NA,NA,12.14,12.37,5.7,7.2,2000-09-29
12.2,12.4,NA,NA,NA,NA,12.14,12.37,5.7,7.2,2000-09-30
12.2,12.4,NA,NA,NA,NA,12.14,12.37,5.7,7.2,2000-10-01
12.2,12.4,NA,NA,NA,NA,12.14,12.37,5.7,7.2,2000-10-02
12.2,12.4,NA,NA,NA,NA,12.14,12.37,5.7,7.2,2000-10-03
12.2,12.4,NA,NA,NA,NA,12.14,12.37,5.7,7.2,2000-10-04
12.2,12.4,NA,NA,NA,NA,12.14,12.37,5.7,7.2,2000-10-05
12.2,12.4,NA,NA,NA,NA,12.14,12.37,5.7,7.2,2000-10-06
12.2,12.4,NA,NA,NA,NA,12.14,12.37,5.7,7.2,2000-10-07
12.2,12.4,NA,NA,NA,NA,12.14,12.37,5.7,7.2,2000-10-08
12.2,12.4,NA,NA,NA,NA,12.14,12.37,5.7,7.2,2000-10-09
12.2,12.4,NA,NA,NA,NA,12.14,12.37,5.7,7.2,2000-10-10
12.2,12.4,NA,NA,NA,NA,12.14,12.37,5.7,7.2,2000-10-11
12.2,12.4,NA,NA,NA,NA,12.14,12.37,5.7,7.2,2000-10-12
12.2,12.4,NA,NA,NA,NA,12.14,12.37,5.7,7.2,2000-10-13
12.2,12.4,NA,NA,NA,NA,12.14,12.37,5.7,7.2,2000-10-14
12.2,12.4,NA,NA,NA,NA,12.14,12.37,5.7,7.2,2000-10-15
12.2,12.4,NA,NA,NA,NA,12.14,12.37,5.7,7.2,2000-10-16
12.2,12.4,NA,NA,NA,NA,12.14,12.37,5.7,7.2,2000-10-17
12.2,12.4,NA,NA,NA,NA,12.14,12.37,5.7,7.2,2000-10-18
12.2,12.4,NA,NA,NA,NA,12.14,12.37,5.7,7.2,2000-10-19
12.2,12.4,NA,NA,NA,NA,12.14,12.37,5.7,7.2,2000-10-20
12.2,12.4,NA,NA,NA,NA,12.14,12.37,5.7,7.2,2000-10-21
12.2,12.4,NA,NA,NA,NA,12.14,12.37,5.7,7.2,2000-10-22
12.2,12.4,NA,NA,NA,NA,12.14,12.37,5.7,7.2,2000-10-23
12.2,12.4,NA,NA,NA,NA,12.14,12.37,5.7,7.2,2000-10-24
12.2,12.4,NA,NA,NA,NA,12.14,12.37,5.7,7.2,2000-10-25
12.2,12.4,NA,NA,NA,NA,12.14,12.37,5.7,7.2,2000-10-26
12.2,12.4,NA,NA,NA,NA,12.14,12.37,5.7,7.2,2000-10-27
12.2,12.4,NA,NA,NA,NA,12.14,12.37,5.7,7.2,2000-10-28
12.2,12.4,NA,NA,NA,NA,12.14,12.37,5.7,7.2,2000-10-29
12.2,12.4,NA,NA,NA,NA,12.14,12.37,5.7,7.2,2000-10-30
12.31,12.51,NA,NA,NA,NA,12.25,12.48,5.7,7.2,2000-10-31
12.31,12.51,NA,NA,NA,NA,12.25,12.48,5.7,7.2,2000-11-01
12.31,12.51,NA,NA,NA,NA,12.25,12.48,5.7,7.2,2000-11-02
12.31,12.51,NA,NA,NA,NA,12.25,12.48,5.7,7.2,2000-11-03
12.31,12.51,NA,NA,NA,NA,12.25,12.48,5.7,7.2,2000-11-04
12.31,12.51,NA,NA,NA,NA,12.25,12.48,5.7,7.2,2000-11-05
12.31,12.51,NA,NA,NA,NA,12.25,12.48,5.7,7.2,2000-11-06
12.31,12.51,NA,NA,NA,NA,12.25,12.48,5.7,7.2,2000-11-07
12.31,12.51,NA,NA,NA,NA,12.25,12.48,5.7,7.2,2000-11-08
12.31,12.51,NA,NA,NA,NA,12.25,12.48,5.7,7.2,2000-11-09
12.31,12.51,NA,NA,NA,NA,12.25,12.48,5.7,7.2,2000-11-10
12.31,12.51,NA,NA,NA,NA,12.25,12.48,5.7,7.2,2000-11-11
12.31,12.51,NA,NA,NA,NA,12.25,12.48,5.7,7.2,2000-11-12
12.31,12.51,NA,NA,NA,NA,12.25,12.48,5.7,7.2,2000-11-13
12.31,12.51,NA,NA,NA,NA,12.25,12.48,5.7,7.2,2000-11-14
12.31,12.51,NA,NA,NA,NA,12.25,12.48,5.7,7.2,2000-11-15
12.31,12.51,NA,NA,NA,NA,12.25,12.48,5.7,7.2,2000-11-16
12.31,12.51,NA,NA,NA,NA,12.25,12.48,5.7,7.2,2000-11-17
12.31,12.51,NA,NA,NA,NA,12.25,12.48,5.7,7.2,2000-11-18
12.31,12.51,NA,NA,NA,NA,12.25,12.48,5.7,7.2,2000-11-19
12.31,12.51,NA,NA,NA,NA,12.25,12.48,5.7,7.2,2000-11-20
12.31,12.51,NA,NA,NA,NA,12.25,12.48,5.7,7.2,2000-11-21
